age,body_type,education,ethnicity,height,income,job,orientation,religion,sex,sign,status
25,fit,working on college/university,"asian, pacific islander",61,20000,other,gay,catholicism but not too serious about it,f,cancer and it&rsquo;s fun to think about,single
33,full figured,,black,67,50000,sales / marketing / biz dev,straight,christianity,f,libra,single
25,curvy,graduated from college/university,"pacific islander, hispanic / latin, white",65,40000,sales / marketing / biz dev,straight,,f,gemini and it matters a lot,single
50,,dropped out of college/university,white,72,50000,law / legal services,straight,agnosticism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,single
38,average,graduated from college/university,white,70,80000,computer / hardware / software,straight,atheism and very serious about it,m,pisces but it doesn&rsquo;t matter,available
32,a little extra,dropped out of two-year college,"black, white, other",71,60000,computer / hardware / software,straight,agnosticism,m,pisces and it&rsquo;s fun to think about,single
58,average,college/university,hispanic / latin,63,20000,clerical / administrative,straight,other and very serious about it,f,,single
45,athletic,graduated from college/university,white,67,100000,sales / marketing / biz dev,straight,judaism and laughing about it,f,sagittarius and it&rsquo;s fun to think about,single
20,average,working on college/university,"middle eastern, native american, hispanic / latin",63,30000,student,bisexual,other and very serious about it,f,leo and it&rsquo;s fun to think about,single
23,average,graduated from high school,"hispanic / latin, white",68,20000,other,straight,,m,cancer and it&rsquo;s fun to think about,single
38,fit,working on college/university,other,64,20000,other,straight,agnosticism and laughing about it,f,aquarius and it&rsquo;s fun to think about,single
19,curvy,working on college/university,"hispanic / latin, other",61,20000,sales / marketing / biz dev,straight,,f,virgo and it&rsquo;s fun to think about,single
35,athletic,graduated from college/university,white,73,100000,political / government,straight,,m,,single
42,fit,graduated from college/university,white,66,50000,construction / craftsmanship,straight,atheism and laughing about it,m,,single
23,athletic,working on two-year college,white,69,20000,medicine / health,straight,catholicism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,single
34,thin,graduated from masters program,asian,60,60000,banking / financial / real estate,bisexual,buddhism,f,cancer,single
47,average,graduated from masters program,white,71,50000,education / academia,straight,atheism but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
34,full figured,working on college/university,asian,65,70000,executive / management,straight,christianity and somewhat serious about it,f,scorpio,single
48,fit,graduated from masters program,white,64,20000,other,straight,buddhism and somewhat serious about it,f,virgo but it doesn&rsquo;t matter,single
37,,graduated from college/university,white,71,30000,artistic / musical / writer,straight,,m,libra and it&rsquo;s fun to think about,seeing someone
25,athletic,dropped out of two-year college,,68,20000,unemployed,straight,other and very serious about it,m,taurus and it&rsquo;s fun to think about,single
35,fit,graduated from college/university,"black, other",71,60000,computer / hardware / software,straight,other but not too serious about it,m,cancer,single
37,,graduated from college/university,white,74,60000,other,straight,buddhism but not too serious about it,m,leo but it doesn&rsquo;t matter,single
21,a little extra,graduated from college/university,indian,70,80000,computer / hardware / software,straight,atheism but not too serious about it,m,,single
21,curvy,graduated from high school,white,67,20000,medicine / health,straight,agnosticism and somewhat serious about it,f,leo,single
54,a little extra,graduated from college/university,white,71,80000,other,straight,catholicism but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,single
23,average,,white,70,100000,science / tech / engineering,straight,atheism and somewhat serious about it,m,,single
45,fit,graduated from college/university,white,74,100000,computer / hardware / software,straight,agnosticism and somewhat serious about it,m,leo but it doesn&rsquo;t matter,available
44,skinny,graduated from college/university,asian,73,100000,science / tech / engineering,straight,catholicism and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,single
36,athletic,graduated from ph.d program,white,66,80000,science / tech / engineering,bisexual,atheism but not too serious about it,f,capricorn and it&rsquo;s fun to think about,single
24,athletic,graduated from college/university,white,74,100000,military,straight,christianity but not too serious about it,m,libra and it&rsquo;s fun to think about,single
34,fit,graduated from college/university,white,74,100000,science / tech / engineering,straight,atheism and laughing about it,m,gemini but it doesn&rsquo;t matter,single
38,thin,graduated from college/university,white,68,100000,entertainment / media,straight,atheism,m,aries and it&rsquo;s fun to think about,single
29,average,graduated from high school,pacific islander,69,20000,rather not say,straight,christianity and somewhat serious about it,m,cancer and it&rsquo;s fun to think about,single
22,average,graduated from high school,white,71,40000,other,straight,,m,virgo but it doesn&rsquo;t matter,single
28,fit,graduated from high school,other,74,20000,construction / craftsmanship,straight,other and very serious about it,m,gemini but it doesn&rsquo;t matter,single
32,athletic,graduated from college/university,white,72,100000,computer / hardware / software,straight,buddhism and laughing about it,m,taurus and it&rsquo;s fun to think about,single
46,fit,graduated from masters program,white,67,100000,medicine / health,straight,,f,libra and it&rsquo;s fun to think about,single
31,overweight,graduated from college/university,asian,70,30000,education / academia,straight,catholicism but not too serious about it,m,libra and it&rsquo;s fun to think about,single
34,fit,graduated from college/university,"white, other",71,100000,,straight,,m,,single
24,average,working on med school,hispanic / latin,65,20000,medicine / health,straight,catholicism and laughing about it,f,scorpio and it&rsquo;s fun to think about,single
25,overweight,graduated from high school,"hispanic / latin, white",69,20000,hospitality / travel,straight,,m,aries but it doesn&rsquo;t matter,single
36,fit,graduated from space camp,indian,64,150000,science / tech / engineering,straight,agnosticism and laughing about it,m,libra and it&rsquo;s fun to think about,single
24,fit,working on college/university,"black, native american",69,50000,education / academia,straight,christianity but not too serious about it,m,gemini and it&rsquo;s fun to think about,single
31,average,graduated from college/university,white,69,80000,banking / financial / real estate,straight,agnosticism but not too serious about it,m,libra but it doesn&rsquo;t matter,single
22,skinny,working on college/university,,70,20000,student,gay,atheism but not too serious about it,m,gemini and it&rsquo;s fun to think about,single
51,a little extra,graduated from high school,white,69,50000,other,straight,christianity,m,gemini,single
49,fit,graduated from college/university,white,70,20000,entertainment / media,straight,atheism but not too serious about it,m,leo but it doesn&rsquo;t matter,single
24,athletic,working on masters program,hispanic / latin,65,50000,other,straight,,m,,single
27,athletic,graduated from masters program,white,68,100000,computer / hardware / software,straight,christianity and very serious about it,m,,single
